Project Name,GitHub Repo_x,ML_Specific_Code_Smell_Chain_Indexing,ML_Specific_Code_Smell_columns_and_datatype_not_explicitly_set,ML_Specific_Code_Smell_dataframe_conversion_api_misused,ML_Specific_Code_Smell_gradients_not_cleared_before_backward_propagation,ML_Specific_Code_Smell_in_place_apis_misused,ML_Specific_Code_Smell_merge_api_parameter_not_explicitly_set,ML_Specific_Code_Smell_pytorch_call_method_misused,ML_Specific_Code_Smell_tensor_array_not_used,ML_Specific_Code_Smell_unnecessary_iteration,ML_Specific_Code_Smell_matrix_multiplication_api_misused,ML_Specific_Code_Smell_memory_not_freed,ML_Specific_Code_Smell_nan_equivalence_comparison_misused,smell_long statement,smell_long parameter list,smell_long method,smell_long identifier,smell_empty catch block,smell_complex method,smell_complex conditional,smell_missing default,smell_long lambda function,smell_long message chain,smell_magic number,Engineered.ML.Project,Python_Percentage,refactorizable_Assign.Multi.Targets,refactorizable_Call.Star,refactorizable_List.Comprehension,refactorizable_Dict.Comprehension,refactorizable_Set.Comprehension,refactorizable_Truth.Value.Test,refactorizable_Chain.Compare,refactorizable_For.Multi.Targets,refactorizable_For.Else,PY_Assign.Multi.Targets,PY_Call.Star,PY_List.Comprehension,PY_Dict.Comprehension,PY_Set.Comprehension,PY_Truth.Value.Test,PY_Chain.Compare,PY_For.Multi.Targets,PY_For.Else,duplicated_files,violations,critical_violations,info_violations,uncovered_lines,complexity,minor_violations,duplicated_lines,sqale_index,bugs,ncloc,reliability_remediation_effort,reliability_rating,sqale_debt_ratio,comment_lines_density,security_hotspots,cognitive_complexity,duplicated_blocks,blocker_violations,major_violations,security_rating,files,security_hotspots_to_review_status,vulnerabilities,file_complexity,HIGH_reliability_issues,MEDIUM_reliability_issues,LOW_reliability_issues,HIGH_maintainability_issues,MEDIUM_maintainability_issues,LOW_maintainability_issues,HIGH_security_issues,MEDIUM_security_issues,LOW_security_issues,tot_pythonic,tot_non_pythonic,pythonic_percentage,Stars,Commits,loc,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,density_tot_non_pythonic,density_tot_pythonic
vainf/pytorch-msssim,https://github.com/vainf/pytorch-msssim.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,6,2,0,0,3,0,0,0,0,71,0.0,99.5063174629738,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,13.0,0.0,3.0,0.0,2.0,41.0,1.0,0.0,548.0,85.0,29.0,38.0,126.0,0.0,693.0,0.0,1.0,0.6,14.9,3.0,99.0,2.0,0.0,11.0,1.0,14.0,3.0,0.0,6.1,0.0,4.0,0.0,1.0,11.0,29.0,0.0,0.0,4.0,22.0,44.0,0.333333333333333,142,114,687,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/VainF/pytorch-msssim/graphs/contributors shows that there are multiple contributors but mainly 1,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project author respond to issues, as evidenced by https://github.com/VainF/pytorch-msssim/issues/17 and https://github.com/VainF/pytorch-msssim/issues/16",https://github.com/VainF/pytorch-msssim/blob/master/LICENSE is provided.,There are many files related to testing,277.3211009174312,138.6605504587156
wubinzzu/neurec,https://github.com/wubinzzu/neurec.git,0,12,1,0,0,0,0,7,0.0,0.0,0.0,0.0,249,14,20,17,3,33,0,0,0,0,78,0.0,92.7953721609698,427.0,2.0,14.0,2.0,0.0,33.0,7.0,1.0,0.0,1.0,9.0,97.0,5.0,0.0,90.0,0.0,104.0,0.0,27.0,271.0,37.0,1.0,6035.0,1154.0,117.0,1558.0,1211.0,8.0,6963.0,49.0,5.0,0.6,17.7,1.0,1274.0,120.0,9.0,107.0,1.0,57.0,1.0,0.0,20.2,36.0,27.0,0.0,47.0,98.0,118.0,0.0,0.0,21.0,306.0,486.0,0.386363636363636,524,202,7016,Organised but not in modules,"1 has significantly more commits than others, 3 contributers",Travis used,X Most of the functions in the source code are not documented.,Commit activity not negligible,8 open < 10 closed,License provided,X Doesn't seem to have unit test,8236.17391304348,5185.739130434784
yehengchen/object-detection-and-tracking,https://github.com/yehengchen/object-detection-and-tracking.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,176,21,34,1,0,21,0,0,0,0,717,0.0,100.0,410.0,3.0,2.0,1.0,0.0,51.0,3.0,2.0,0.0,0.0,20.0,84.0,11.0,0.0,107.0,0.0,28.0,0.0,38.0,215.0,34.0,1.0,4553.0,762.0,75.0,5880.0,1606.0,0.0,5368.0,0.0,1.0,1.0,29.9,3.0,878.0,114.0,0.0,105.0,1.0,58.0,3.0,0.0,13.6,3.0,18.0,0.0,39.0,100.0,76.0,0.0,0.0,18.0,250.0,472.0,0.346260387811634,513,518,4368,organied by names that are not self explanatory,"1 main contributer, the other has 1 commit",X CI is not used on the project.,X Most of the functions in the source code are not documented.,"Recent, Commit activity not negligible",45 open > 17 closed,License provided,A number,2125.459793814434,1125.773195876289
yunjey/pytorch-tutorial,https://github.com/yunjey/pytorch-tutorial.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,1,2,0,0,0,0,0,0,0,15,0.0,99.3808177618424,43.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,12.0,0.0,26.0,0.0,4.0,12.0,1.0,2.0,1127.0,174.0,5.0,120.0,41.0,0.0,1301.0,0.0,1.0,0.1,21.8,0.0,165.0,6.0,0.0,4.0,1.0,21.0,0.0,0.0,8.3,0.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,45.0,49.0,0.478723404255319,16987,172,1301,tutorials for modules,"1 main contributer, the other 26 has 1+ commit",X CI is not used on the project.,Tutorials provided,Commits are quite spread out,47 open < 109 closed,License provided,X Doesn't seem to have unit test,1385.8478260869597,1272.7173913043507
zqpei/deep_sort_pytorch,https://github.com/zqpei/deep_sort_pytorch.git,0,7,5,4,1,0,2,3,0.0,0.0,0.0,0.0,301,76,48,9,15,58,3,0,3,2,1133,0.0,95.2852914859935,251.0,2.0,3.0,0.0,0.0,25.0,1.0,0.0,0.0,1.0,6.0,44.0,3.0,0.0,99.0,1.0,18.0,0.0,6.0,123.0,24.0,0.0,3136.0,580.0,45.0,198.0,598.0,1.0,3527.0,5.0,3.0,0.6,25.8,1.0,674.0,8.0,0.0,54.0,1.0,52.0,1.0,0.0,11.2,1.0,1.0,0.0,25.0,52.0,45.0,0.0,0.0,0.0,172.0,282.0,0.378854625550661,937,127,3379,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/ZQPei/deep_sort_pytorch/graphs/contributors shows that there are multiple contributors but mainly 1,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,Do reply to issues last time but not recently,https://github.com/ZQPei/deep_sort_pytorch/blob/master/LICENSE is provided.,Only 1 test file,578.2026699029126,352.6626213592233
aiqm/torchani,https://github.com/aiqm/torchani.git,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,185,6,10,5,3,10,1,0,0,0,111,1.0,80.6570544274175,267.0,0.0,3.0,2.0,0.0,9.0,8.0,0.0,1.0,0.0,13.0,34.0,6.0,0.0,123.0,0.0,37.0,0.0,9.0,115.0,14.0,1.0,4233.0,758.0,76.0,766.0,524.0,4.0,5228.0,25.0,3.0,0.3,22.6,8.0,743.0,30.0,0.0,24.0,1.0,58.0,8.0,0.0,13.1,0.0,4.0,0.0,14.0,20.0,77.0,0.0,0.0,0.0,213.0,290.0,0.423459244532803,153,358,4738,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/aiqm/torchani/graphs/contributors shows that there are multiple contributors,The project uses CI but not sure what is it,Most of the functions in the source code are not documented.,Evidence of sustained commit activity but not stable,"The project maintainers respond to issues, as evidenced by https://github.com/XanaduAI/pennylane/issues/661 and https://github.com/XanaduAI/pennylane/issues/533",https://github.com/aiqm/torchani/blob/master/LICENSE is provided.,There are many files related to testing,4151.117824773418,3048.9244712990967
albumentations-team/albumentations,https://github.com/albumentations-team/albumentations.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,591,80,38,271,5,51,9,0,3,1,1733,1.0,99.8493463390013,583.0,50.0,2.0,4.0,0.0,62.0,29.0,0.0,0.0,1.0,53.0,76.0,14.0,3.0,351.0,39.0,52.0,0.0,9.0,289.0,14.0,0.0,9459.0,2569.0,11.0,886.0,1531.0,7.0,17395.0,39.0,3.0,0.3,19.2,84.0,1574.0,75.0,0.0,264.0,1.0,66.0,84.0,0.0,38.9,2.0,232.0,0.0,16.0,255.0,11.0,0.0,0.0,225.0,589.0,730.0,0.446550416982563,5406,573,9200,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/albumentations-team/albumentations/graphs/contributors?from=2019-04-22&to=2020-03-12&type=c shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,commit activity decreasing,"The project maintainers respond to issues, as evidenced by https://github.com/albumentations-team/albumentations/issues/644 and https://github.com/albumentations-team/albumentations/issues/653 however there are s lot open issues",https://github.com/albumentations-team/albumentations/blob/master/LICENSE is provided.,There are many files related to testing,2414.090582314881,1947.807332854062
alfredfrancis/ai-chatbot-framework,https://github.com/deepset-ai/FARM.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30,2,4,0,2,5,0,0,0,0,15,1.0,69.9245406116738,776.0,0.0,20.0,6.0,1.0,102.0,17.0,3.0,1.0,0.0,11.0,208.0,19.0,0.0,526.0,9.0,141.0,2.0,24.0,451.0,82.0,102.0,11303.0,2428.0,120.0,1557.0,2547.0,21.0,16762.0,144.0,5.0,0.5,25.8,39.0,3055.0,59.0,11.0,136.0,1.0,105.0,39.0,0.0,23.1,16.0,12.0,0.0,87.0,142.0,201.0,0.0,0.0,2.0,916.0,926.0,0.49728555917481,1340,378,1516,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/alfredfrancis/ai-chatbot-framework/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/alfredfrancis/ai-chatbot-framework/issues/130 and https://github.com/alfredfrancis/ai-chatbot-framework/issues/113 but not recently",https://github.com/alfredfrancis/ai-chatbot-framework/blob/master/License.txt is provided.,There are files related to testing,24203.724137931087,23942.34482758626
amzn/xfer,https://github.com/amzn/xfer.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,461,35,22,86,0,16,0,0,0,9,360,1.0,99.6157594287639,434.0,9.0,16.0,3.0,0.0,32.0,2.0,10.0,0.0,7.0,16.0,77.0,4.0,0.0,181.0,0.0,58.0,0.0,12.0,369.0,19.0,8.0,7003.0,1436.0,284.0,362.0,1084.0,21.0,8851.0,167.0,5.0,0.4,30.6,11.0,1130.0,21.0,11.0,47.0,1.0,111.0,11.0,0.0,12.9,11.0,14.0,4.0,19.0,48.0,281.0,0.0,0.0,8.0,343.0,506.0,0.404004711425206,159,193,10176,Organized into projects where each project source code have been organised into different modules in a way that shows the relationship between different files.,https://github.com/amzn/xfer/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/amzn/xfer/issues/70 and https://github.com/amzn/xfer/issues/78",https://github.com/amzn/xfer/blob/master/LICENSE is provided.,There are many projects in this git and some of them have test files,5206.32558139535,3529.1890798786662
as-ideas/transformertts,https://github.com/as-ideas/TransformerTTS.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,102,17,3,3,0,4,1,0,0,0,41,1.0,100.0,136.0,2.0,0.0,1.0,0.0,5.0,2.0,2.0,0.0,0.0,4.0,26.0,3.0,0.0,71.0,0.0,24.0,0.0,1.0,87.0,2.0,4.0,2283.0,496.0,25.0,38.0,363.0,5.0,2994.0,25.0,3.0,0.4,7.2,0.0,423.0,2.0,0.0,56.0,1.0,32.0,0.0,0.0,15.5,19.0,5.0,2.0,7.0,48.0,27.0,0.0,0.0,2.0,128.0,148.0,0.463768115942029,360,421,4195,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/as-ideas/TransformerTTS/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/as-ideas/TransformerTTS/issues/33 and https://github.com/as-ideas/TransformerTTS/issues/34 but not often",https://github.com/as-ideas/TransformerTTS/blob/master/LICENSE is provided.,There are files related to testing,3630.760233918131,3140.1169590643294
baldassarrefe/deep-koalarization,https://github.com/baldassarreFe/deep-koalarization.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,61,1,2,1,4,1,0,0,0,0,44,1.0,99.3892539621183,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,1017.0,139.0,6.0,0.0,125.0,0.0,2610.0,0.0,1.0,0.2,17.9,8.0,82.0,0.0,0.0,12.0,1.0,35.0,8.0,0.0,4.0,2.0,4.0,0.0,1.0,12.0,7.0,0.0,0.0,4.0,18.0,48.0,0.272727272727273,349,148,2616,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/baldassarreFe/deep-koalarization/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/baldassarreFe/deep-koalarization/issues/4 and https://github.com/baldassarreFe/deep-koalarization/issues/14",https://github.com/baldassarreFe/deep-koalarization/blob/master/LICENSE is provided.,There are many files related to testing,1101.4736842105274,413.0526315789478
beringresearch/ivis,https://github.com/beringresearch/ivis.git,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,76,6,4,18,2,4,0,0,0,0,60,1.0,92.9285452718022,106.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,17.0,4.0,0.0,47.0,5.0,9.0,0.0,0.0,83.0,6.0,0.0,1596.0,355.0,61.0,0.0,377.0,3.0,1937.0,30.0,5.0,0.6,27.6,3.0,244.0,0.0,1.0,15.0,1.0,37.0,3.0,0.0,9.6,2.0,10.0,1.0,5.0,15.0,60.0,0.0,0.0,9.0,85.0,109.0,0.438144329896907,199,420,1694,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/beringresearch/ivis/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/beringresearch/ivis/issues/61 and https://github.com/beringresearch/ivis/issues/71",https://github.com/beringresearch/ivis/blob/master/LICENSE is provided.,There are many files related to testing,1086.1529411764714,847.0000000000006
bethgelab/foolbox,https://github.com/bethgelab/foolbox.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90,38,40,51,1,33,2,0,0,6,468,1.0,93.1194219181806,471.0,4.0,0.0,0.0,0.0,47.0,9.0,1.0,0.0,2.0,34.0,27.0,0.0,0.0,191.0,12.0,14.0,0.0,18.0,163.0,15.0,24.0,4818.0,845.0,46.0,916.0,578.0,6.0,7187.0,34.0,4.0,0.3,18.0,2.0,636.0,40.0,0.0,78.0,1.0,87.0,2.0,0.0,9.8,1.0,14.0,0.0,14.0,73.0,70.0,0.0,0.0,9.0,280.0,532.0,0.344827586206897,1474,1538,7631,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/bethgelab/foolbox/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/bethgelab/foolbox/issues/498 and https://github.com/bethgelab/foolbox/issues/545 but some are closed without resolving","There is no license to be found, either in the form of a license file or written inside the source code file.",There are many files related to testing,5568.85048010974,2930.973936899863
bloodaxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,447,69,21,33,2,39,3,0,0,1,824,1.0,99.9512423786821,508.0,12.0,15.0,0.0,0.0,51.0,8.0,0.0,0.0,3.0,38.0,80.0,2.0,0.0,263.0,3.0,58.0,0.0,17.0,183.0,25.0,3.0,8177.0,1910.0,76.0,813.0,977.0,9.0,12204.0,62.0,3.0,0.3,19.1,11.0,1377.0,48.0,0.0,79.0,1.0,126.0,11.0,0.0,15.2,1.0,23.0,0.0,26.0,71.0,77.0,0.0,0.0,14.0,447.0,594.0,0.429394812680115,753,467,9912,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/BloodAxe/pytorch-toolbelt/graphs/contributors shows that there are multiple contributors but mainly author,The project uses Travis CI,Most of the functions in the source code are not documented.,There are only 2 commits in the past month however there seems to be evidence of sustained commit activity as the commits are quite stable,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/BloodAxe/pytorch-toolbelt/issues/4 and https://github.com/BloodAxe/pytorch-toolbelt/issues/7.",https://github.com/BloodAxe/pytorch-toolbelt/blob/develop/LICENSE is provided.,There are many files related to testing.,4091.541348158444,3078.988186240445
brainiak/brainiak,https://github.com/brainiak/brainiak.git,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,864,65,110,53,0,93,2,0,2,0,1414,1.0,89.0400830895972,936.0,21.0,18.0,0.0,0.0,96.0,35.0,4.0,0.0,1.0,10.0,137.0,1.0,0.0,255.0,24.0,78.0,0.0,15.0,1690.0,66.0,1.0,12178.0,2300.0,1147.0,903.0,5643.0,35.0,17798.0,217.0,4.0,1.1,44.8,4.0,2665.0,55.0,0.0,476.0,1.0,100.0,4.0,0.0,23.0,63.0,271.0,3.0,71.0,442.0,1142.0,0.0,0.0,256.0,506.0,1110.0,0.313118811881188,192,376,19127,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/brainiak/brainiak/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/brainiak/brainiak/issues/448 and https://github.com/brainiak/brainiak/issues/456",https://github.com/brainiak/brainiak/blob/master/LICENSE is provided.,There are many files related to testing,8156.346523242411,3718.118325009604
brikerman/kashgari,https://github.com/BrikerMan/Kashgari.git,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,127,4,2,5,1,10,0,0,0,0,140,1.0,99.3584501601616,153.0,0.0,8.0,0.0,0.0,3.0,7.0,3.0,0.0,0.0,9.0,37.0,1.0,0.0,80.0,13.0,22.0,0.0,7.0,112.0,9.0,0.0,2918.0,658.0,28.0,192.0,563.0,2.0,4150.0,25.0,5.0,0.5,27.4,16.0,555.0,8.0,1.0,74.0,1.0,101.0,16.0,0.0,6.5,5.0,7.0,0.0,11.0,71.0,28.0,0.0,0.0,6.0,162.0,174.0,0.482142857142857,1697,838,4420,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/BrikerMan/Kashgari/graphs/contributors shows that there are multiple contributors but mainly author,The project uses Azure Pipeline for CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/BrikerMan/Kashgari/issues/394 and https://github.com/BrikerMan/Kashgari/issues/387.",https://github.com/BrikerMan/Kashgari/blob/v2-trunk/LICENSE is provided.,There are many files related to testing.,2661.1764705882383,2477.6470588235325
broadinstitute/keras-rcnn,https://github.com/broadinstitute/keras-rcnn.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,181,9,25,16,0,4,1,0,1,0,384,1.0,100.0,302.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,7.0,0.0,6.0,147.0,17.0,20.0,2489.0,345.0,30.0,916.0,600.0,2.0,4702.0,10.0,2.0,0.4,16.2,5.0,168.0,18.0,0.0,80.0,1.0,63.0,5.0,0.0,5.5,1.0,58.0,2.0,18.0,79.0,48.0,0.0,0.0,58.0,38.0,309.0,0.109510086455331,501,838,4683,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/broadinstitute/keras-rcnn/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,Open issues more than closed,https://github.com/broadinstitute/keras-rcnn/blob/master/LICENSE is provided.,There are many files related to testing,2330.1884057971024,286.56038647343007
cgre-aachen/gempy,https://github.com/cgre-aachen/gempy.git,0,2,0,0,0,0,0,0,2.0,0.0,0.0,0.0,248,1,9,18,1,4,0,0,0,1,206,1.0,97.1410824396645,63.0,12.0,3.0,0.0,0.0,6.0,5.0,0.0,0.0,2.0,9.0,3.0,0.0,0.0,33.0,0.0,9.0,0.0,8.0,185.0,25.0,37.0,3402.0,665.0,37.0,379.0,565.0,28.0,6124.0,255.0,5.0,0.3,25.7,0.0,448.0,16.0,1.0,85.0,1.0,116.0,0.0,0.0,5.7,6.0,38.0,0.0,32.0,51.0,74.0,0.0,0.0,9.0,56.0,89.0,0.386206896551724,280,1815,23992,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/cgre-aachen/gempy/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/cgre-aachen/gempy/issues/422 and https://github.com/cgre-aachen/gempy/issues/431 but still a lot open issues",https://github.com/cgre-aachen/gempy/blob/master/LICENSE is provided.,There are many files related to testing,4375.590163934427,2753.180327868853
chuyangliu/snake,https://github.com/chuyangliu/snake.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,61,2,11,0,1,13,11,0,0,0,123,1.0,100.0,95.0,3.0,1.0,0.0,0.0,16.0,10.0,4.0,1.0,2.0,0.0,12.0,0.0,0.0,84.0,0.0,15.0,0.0,0.0,20.0,8.0,0.0,1817.0,506.0,0.0,0.0,125.0,2.0,2805.0,25.0,5.0,0.1,5.8,5.0,487.0,0.0,1.0,11.0,1.0,34.0,5.0,0.0,14.9,2.0,5.0,0.0,8.0,10.0,0.0,0.0,0.0,4.0,113.0,130.0,0.465020576131687,1151,230,2371,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/chuyangliu/snake/graphs/contributors shows that there are multiple contributors but mainly 1,The project uses Travis CI,There is a well-maintained documentation,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/chuyangliu/snake/issues/32 and https://github.com/chuyangliu/snake/issues/34",https://github.com/chuyangliu/snake/blob/master/LICENSE.md is provided.,There are many files related to testing,1388.423423423424,1206.8603603603608
clementpinard/sfmlearner-pytorch,https://github.com/ClementPinard/SfmLearner-Pytorch.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,101,17,14,1,2,13,0,0,0,0,170,1.0,100.0,184.0,23.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,11.0,47.0,0.0,0.0,67.0,0.0,39.0,0.0,4.0,76.0,11.0,0.0,2272.0,431.0,44.0,210.0,360.0,3.0,2658.0,9.0,4.0,0.5,8.9,4.0,494.0,12.0,0.0,21.0,1.0,25.0,4.0,0.0,17.2,3.0,6.0,0.0,12.0,17.0,44.0,0.0,0.0,4.0,164.0,228.0,0.418367346938776,607,113,2622,The source code of the project exists as ad-hoc scripts.,https://github.com/ClementPinard/SfmLearner-Pytorch/graphs/contributors shows that there are multiple contributors but mainly author,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project author respond to issues, as evidenced by https://github.com/ClementPinard/SfmLearner-Pytorch/issues/73 and https://github.com/ClementPinard/SfmLearner-Pytorch/issues/77.",https://github.com/ClementPinard/SfmLearner-Pytorch/blob/master/LICENSE is provided.,There are many files related to testing.,1879.924528301888,1352.2264150943402
